,0,1,2,3,4,5,6,7,sentiment
12,1140273486503534593,FavioRevelo,Muerte de una vez para que gastar alimentos y hospedaje en escorias de la humanidad https://twitter.com/PedritoExtranja/status/1140045187349176322 …,2019-06-16 15:02:39+00:00,0,0,,El Chaco,0.9192701297245024
13,1139972317268840449,rocafuertemax,Q grave abuso d las pseudo agencias d turismo.Reciben grandes cantidades de dinero y luego abandonan a los turistas en países extraños sin responder por pasajesguías alimentación hospedaje. De igual manera procede reiteradamente RITOSTURISA de AITH GOMEZ Q.Q dirá Min.Turismo?,2019-06-15 19:05:54+00:00,3,3,,El Chaco,0.2429014740524524
14,1138628588075397120,nass_sol,#hotel @nass_sol de #Quito Solo tienes que hacer tu reserva!!! Te esperamos en la Alemania Nº30-170 y Vancouver Teléf. +593 98 350 6377 #Pareja #Turismo #servicios #lamejorcomida #hospedaje #Ecuadorpic.twitter.com/ZpEZiawmFU,2019-06-12 02:06:24+00:00,0,0,#hotel #Quito #Pareja #Turismo #servicios #lamejorcomida #hospedaje #Ecuadorpic,El Chaco,0.7349665488695437
15,1136438717588090880,DavidMantillaR5,Era deseo mío verme con él era algo sexual. Estuvo claro para él que quería saber cuándo podía ir a verle. Le dije que por mi situación me era imposible en ese momento pero él me comento que podía solucionarlo comenzó dejando claro que #Neymar pago el viaje y el hospedaje pic.twitter.com/qbyn5NARi3,2019-06-06 01:04:38+00:00,0,0,#Neymar,El Chaco,0.49975570440536726
16,1133257924124528640,Marketing_VIP,Papá merece ser tratado como el rey del hogar por eso llévalo a Panamá a un viaje de ensueños con todas las comodidades. Te incluye: Ticket aéreo Hospedaje en ciudad y playa Tours Alimentación… https://www.instagram.com/p/Bx_vuZdApqA/?igshid=1crucf8sdlicw …,2019-05-28 06:25:18+00:00,3,2,,El Chaco,0.6006080016017425
17,1132660253282177026,halison_m,Fue una buena experiencia #amigas #familia #primo #photographer #caminata #musica #baile #desmadre #hospedaje #risas #risas y más #risas en Parque La Carolina - Patio De Juegos https://www.instagram.com/p/Bx7gGpDFNy0p5CQixZ3HSb6P7_G1z1BL-ab3eM0/?igshid=2s2jq7g9llpu …,2019-05-26 14:50:22+00:00,0,0,#amigas #familia #primo #photographer #caminata #musica #baile #desmadre #hospedaje #risas #risas #risas,El Chaco,0.9216189460894407
18,1131008967700819970,nass_sol,Vive y disfruta con tus seres más queridos en espacios hechos a medida con la mejor calidad de servicio de toda la ciudad. Te esperamos en el #Hotel NASS Sol de #Quito en la Alemania con Vancouver Nº30-170 Teléfs: +593 (02) 2544051/ (02) 2541773 #turismo #familia #hospedaje pic.twitter.com/2EXyuOtgzu,2019-05-22 01:28:45+00:00,0,0,#Hotel #Quito #turismo #familia #hospedaje,El Chaco,0.793514714530671
19,1128469556786270209,nass_sol,En el #hotel NASS Sol de #Quito estamos para servirte como te mereces!!! En esta oportunidad ofrecemos para ti nuestra promoción Acumula Puntos y Gana Noches de Hospedaje Gratis!!!. Estamos encantados de premiar tu fidelidad #servicios #ganapuntos #nochesgratis #corporativospic.twitter.com/miFLmgeLXu,2019-05-15 01:18:02+00:00,0,0,#hotel #Quito #servicios #ganapuntos #nochesgratis #corporativospic,El Chaco,0.8854265714037655
20,1126655021028974593,nass_sol,Queremos premiar tu fidelidad! por cada noche que te pernoctes con nosotros te obsequiamos noches de hospedaje con nuestra Promoción de Acumulación de Puntos Estamos en la Alemania N30-170 entre Eloy Alfaro y Vancouver Teléf. +593 98 350 6377 #corporativos #turismo #Quitopic.twitter.com/cmug1dIR1C,2019-05-10 01:07:43+00:00,0,0,#corporativos #turismo #Quitopic,El Chaco,0.8934670926827055
21,1126510806776958976,CarCisneros,Finalmente no se les han proporcionado hospedaje o comida por la cancelación?,2019-05-09 15:34:40+00:00,0,0,,El Chaco,0.7042648551702694
22,1122670128695578624,nass_sol,En el #Hotel @nass_sol de #Quito nos mueve el valor por el servicio! Nuestro principal objetivo es servirte como te mereces por ello queremos premiar tu fidelidad con la promoción de Acumulación de Puntos. Recibe noches de hospedaje gratis y muchas sorpresas más! #ganapuntospic.twitter.com/khFJsKKmeO,2019-04-29 01:13:11+00:00,1,1,#Hotel #Quito #ganapuntospic,El Chaco,0.6737362832953847
23,1121503309410578432,jpvelin,¡Buenas noticias! Se aprobó el reglamento que beneficia a las personas con enfermedades catastróficas y les da el derecho a gozar de servicios de hospedaje transporte alimentación y otros que el ente rector de salud no pueda cubrir. Video completo: https://youtu.be/WoRGpP9YRzY pic.twitter.com/PE1q6xYjSL,2019-04-25 19:56:40+00:00,16,15,,El Chaco,0.3429685471471913
24,1120427906633744386,nass_sol,En el #hotel @nass_sol de #Quito nos mueve el valor por el servicio!!! Nuestro principal objetivo es servirte como te mereces por ello queremos premiar tu fidelidad con la Acumulación de Puntos. Recibe noches de hospedaje gratis y muchas sorpresas más! #hospedajegratispic.twitter.com/FFSgeAiZIC,2019-04-22 20:43:24+00:00,1,1,#hotel #Quito #hospedajegratispic,El Chaco,0.4545945656371371
25,1157058544908349440,domusaureaec,Realiza tu evento en Domus Aurea y GANA entradas a las exclusivas piscinas de LUNA VOLCAN ó el hospedaje en nuestra hosteria afiliada. Para más información: 0999076322 / 0995508302 Facebook: https://www.facebook.com/domusaureaec/ pic.twitter.com/mWujpQHa2l,2019-08-01 22:40:28+00:00,0,0,,Pastaza,0.7960687214183891
26,1157760546285981697,NeftaJaen19PA,Es lo que corresponde según costo de vida en Europa. Hospedaje transporte y alimentación para hacer los cálculos que justifican en la ley del Presupuesto Gral del Estado.,2019-08-03 21:09:59+00:00,0,0,,Arajuno,0.46063253812520505
27,1129039067885260800,Jorgeluisbsc07,Volvió lo q todos esperaban... #PuraPlaya Tour Summerland Montañita '019 Mach & Daddy #EnVivo INCLUYE POR 90$Transporte especializado de turismo Hospedaje 2 noches y 3 días Bebida por cada 4 persona Snack por cada persona Fiesta Concierto Reservas con 10$al 0995828280 pic.twitter.com/k3tRKmygaL,2019-05-16 15:01:04+00:00,1,0,#PuraPlaya #EnVivo,Arajuno,0.9492805627851628
28,1128681344136036352,Macara_Oficial,¡VIAJA CON NOSOTROS! Bolivia Incluye: Todos los traslados del aeropuerto-hotel-estadio. Hospedaje City Tour por la ciudad de Santa Cruz de la Sierra. Salida: 19 de mayo-Retorno: 22 de mayo. Valor: $800 USD Aceptamos efectivo y tarjetas de crédito. #YoCreoEnTiMacarápic.twitter.com/bcJZpwtlfv,2019-05-15 15:19:36+00:00,51,17,#YoCreoEnTiMacarápic,Arajuno,0.3206875813780262
29,1158891483992350720,doncazas,De hecho más ese era el costo solo por el boleto el paquete con hospedaje estaba como en 18mil USD Pero... como dice Betty no investigue solo vi la publicidad desconozco si fue Real ese precio,2019-08-07 00:03:55+00:00,2,0,,Zamora,0.11977822031144336
30,1129066641768308739,gabyele10,Que me late que solo se lo han llevado a pasar sus últimos días de hospedaje en ese lugar ojalá sea eso y que no esté grave el trujillo,2019-05-16 16:50:39+00:00,0,0,,Yacuambi,0.3521323229322707
31,1124680695962533889,MinturZonal7,Cuando viajes anticipa tu hospedaje y planifica tu recorrido por tu seguridad y la de tu familia. #ViajaSeguroECpic.twitter.com/QatQi9jOra,2019-05-04 14:22:28+00:00,1,2,#ViajaSeguroECpic,Yacuambi,0.8769955224364275
0,1157425645586190337,Glatinmusic,¿Existen las coincidencias? Yo creo que sí. En algún lugar del mundo (no Colombia) buscando mi propósito de expansión por un lado y yendo a su lugar de hospedaje temporal por el otro nos hemos encontrado… https://www.instagram.com/p/B0reGxsHmGT/?igshid=1rz6rrwjulz2v …,2019-08-02 22:59:12+00:00,0,0,,Tulcan,0.12195527531191559
1,1157424185733517312,Glatinmusic,¿Existen las coincidencias? Yo creo que sí. En algún lugar del mundo (no Colombia) buscando mi propósito de expansión por un lado y yendo a su lugar de hospedaje temporal por el otro nos hemos encontrado… https://www.instagram.com/p/B0rdcYOnVIT/?igshid=pm1yb2z0nqho …,2019-08-02 22:53:24+00:00,0,0,,Tulcan,0.12366878027911349
2,1132752917017112576,MUYMIO,Con Ronald McDonald. Ellos cubren todo. Traslados hospedaje comidas y tratamiento. Revisar en un McDonalds,2019-05-26 20:58:35+00:00,3,1,,Bolivar,0.17157063044600004
3,1159459589294821378,ARCSA_CZ1,#ArcsaEnMedios | Entrevista en @TVCISNE sobre el operativo realizado en los establecimientos que brindan servicios de hospedaje y los próximos a efectuarse en #Sucumbíospic.twitter.com/wBQ5qEyA8Y,2019-08-08 13:41:22+00:00,14,24,#ArcsaEnMedios #Sucumbíospic,Ibarra,0.8149439585715178
4,1134811628640362497,ingjfmm,@mario_sabato saludos desde Ibarra la ciudad blanca de Ecuador todos apoyando a Richard y López esperando el movistar tenga el 1 y 2 saludos a ustedes los narradores esperando nos visiten alimentación y hospedaje comas las sorpresas pagadas. pic.twitter.com/tUD2Yzf5v6,2019-06-01 13:19:10+00:00,0,0,,Ibarra,0.9866839099290903
5,1159506853354758144,HeneciaEcuador,Buen día Henecias! Si alguien que viaja a Perú al concierto de KHJ y aún no dispone de hospedaje envíennos un inbox por favor ya que tenemos lugar en un departamento cercano al concierto!,2019-08-08 16:49:11+00:00,14,5,,Quito,0.7228866427448289
6,1159446378160017411,KattyMejia11,@Airbnb necesito asesoramiento para mecanismo de cobro por hospedaje temporal,2019-08-08 12:48:52+00:00,0,0,,Quito,0.5715983508328835
7,1159168036756230144,ABRELATAM,En estos últimos días los donantes que se han hecho cargo de financiar las becas le han enviado correos a las personas que han sido beneficiadas con beca de viaje y/o hospedaje. Les agradecemos a todos su interés y nos apena mucho no haber podido lograr becar mas gente.,2019-08-07 18:22:50+00:00,0,0,,Quito,0.8861348395551599
8,1159126530125107205,ARCSA_CZ9,#ArcsaTeInforma | Precautelamos la salud de los turistas mediante el control de establecimientos de servicio de hospedaje verificando que cuenten con adecuadas condiciones sanitarias para recibirlos durante el feriado. #Quito #ArcsaTeCuidapic.twitter.com/hXEBbb2Ds2,2019-08-07 15:37:54+00:00,10,16,#ArcsaTeInforma #Quito #ArcsaTeCuidapic,Quito,0.8505441996832199
9,1158532053840912385,Dianaraquel25ec,Vacaciones en Loja.. que hermoso salir de la ciudad..... Gracias tía por darnos hospedaje...: me siento entusiasmada,2019-08-06 00:15:40+00:00,0,0,,Quito,0.7489737544866506
10,1158496166801223680,CarlosLbanderas,Y cómo es tu hospedaje cuando cae la noche. Tienes planificado todo?,2019-08-05 21:53:04+00:00,0,0,,Quito,0.8130027875372685
11,1156733029890609157,CatShantal,Estuvimos con Preciosa en Pluking disfrutando de su hospedaje en Shantal The Cat Clinica Veterinaria #hospedaje #ShihTzu #Veterinaria #ShantalTheCatVet #quito #canino #gatospic.twitter.com/d8NHy02Uks,2019-08-01 01:07:00+00:00,0,0,#hospedaje #ShihTzu #Veterinaria #ShantalTheCatVet #quito #canino #gatospic,Quito,0.43069819889268635
12,1146944732477710336,jcrpFOTOGRAMA,Presentamos el hospedaje oficial de La Travesía 2019 la mejor carretera del año. Descuentos para los participantes y sus acompañantes. ¡Aprovecha esta gran oportunidad! Más Información: http://www.sisakunalodge.com Email: sisakuna.lodge@gmail.com Tel: (593) 22170343 Mindo-Ecuadorpic.twitter.com/FYNfbcxYlw,2019-07-05 00:51:48+00:00,1,0,,Quito,0.5283401917425808
13,1144775736953380864,nass_sol,Este fin de semana comparte un delicioso desayuno junto a tu familia en el Mesón Quiteño Restaurante de nuestro #Hotel Nass Sol de #Quito Te esperamos en la Alemania y Vancouver #servicios #lamejorcomida #hospedaje #descanso #familia #findesemana #Ecuadorpic.twitter.com/Re2tYBZ75Q,2019-06-29 01:12:59+00:00,0,0,#Hotel #Quito #servicios #lamejorcomida #hospedaje #descanso #familia #findesemana #Ecuadorpic,Quito,0.6400190015930441
14,1141136809641930752,nass_sol,Saborea las delicias y #disfruta del buen gusto con la excelencia en #servicios que el Mesón Quiteño Restaurante tiene para ti en nuestro #hotel @nass_sol de #Quito #lamejorcomida #hospedaje #corporativos #negocios #Familia #Ecuadorpic.twitter.com/mGAXHl4xR5,2019-06-19 00:13:11+00:00,0,0,#disfruta #servicios #hotel #Quito #lamejorcomida #hospedaje #corporativos #negocios #Familia #Ecuadorpic,Quito,0.8973035700464501
15,1140273486503534593,FavioRevelo,Muerte de una vez para que gastar alimentos y hospedaje en escorias de la humanidad https://twitter.com/PedritoExtranja/status/1140045187349176322 …,2019-06-16 15:02:39+00:00,0,0,,Quito,0.9192701297245024
16,1139972317268840449,rocafuertemax,Q grave abuso d las pseudo agencias d turismo.Reciben grandes cantidades de dinero y luego abandonan a los turistas en países extraños sin responder por pasajesguías alimentación hospedaje. De igual manera procede reiteradamente RITOSTURISA de AITH GOMEZ Q.Q dirá Min.Turismo?,2019-06-15 19:05:54+00:00,3,3,,Quito,0.2429014740524524
17,1138628588075397120,nass_sol,#hotel @nass_sol de #Quito Solo tienes que hacer tu reserva!!! Te esperamos en la Alemania Nº30-170 y Vancouver Teléf. +593 98 350 6377 #Pareja #Turismo #servicios #lamejorcomida #hospedaje #Ecuadorpic.twitter.com/ZpEZiawmFU,2019-06-12 02:06:24+00:00,0,0,#hotel #Quito #Pareja #Turismo #servicios #lamejorcomida #hospedaje #Ecuadorpic,Quito,0.7349665488695437
18,1136438717588090880,DavidMantillaR5,Era deseo mío verme con él era algo sexual. Estuvo claro para él que quería saber cuándo podía ir a verle. Le dije que por mi situación me era imposible en ese momento pero él me comento que podía solucionarlo comenzó dejando claro que #Neymar pago el viaje y el hospedaje pic.twitter.com/qbyn5NARi3,2019-06-06 01:04:38+00:00,0,0,#Neymar,Quito,0.49975570440536726
19,1133257924124528640,Marketing_VIP,Papá merece ser tratado como el rey del hogar por eso llévalo a Panamá a un viaje de ensueños con todas las comodidades. Te incluye: Ticket aéreo Hospedaje en ciudad y playa Tours Alimentación… https://www.instagram.com/p/Bx_vuZdApqA/?igshid=1crucf8sdlicw …,2019-05-28 06:25:18+00:00,3,2,,Quito,0.6006080016017425
20,1132660253282177026,halison_m,Fue una buena experiencia #amigas #familia #primo #photographer #caminata #musica #baile #desmadre #hospedaje #risas #risas y más #risas en Parque La Carolina - Patio De Juegos https://www.instagram.com/p/Bx7gGpDFNy0p5CQixZ3HSb6P7_G1z1BL-ab3eM0/?igshid=2s2jq7g9llpu …,2019-05-26 14:50:22+00:00,0,0,#amigas #familia #primo #photographer #caminata #musica #baile #desmadre #hospedaje #risas #risas #risas,Quito,0.9216189460894407
21,1131008967700819970,nass_sol,Vive y disfruta con tus seres más queridos en espacios hechos a medida con la mejor calidad de servicio de toda la ciudad. Te esperamos en el #Hotel NASS Sol de #Quito en la Alemania con Vancouver Nº30-170 Teléfs: +593 (02) 2544051/ (02) 2541773 #turismo #familia #hospedaje pic.twitter.com/2EXyuOtgzu,2019-05-22 01:28:45+00:00,0,0,#Hotel #Quito #turismo #familia #hospedaje,Quito,0.793514714530671
22,1128469556786270209,nass_sol,En el #hotel NASS Sol de #Quito estamos para servirte como te mereces!!! En esta oportunidad ofrecemos para ti nuestra promoción Acumula Puntos y Gana Noches de Hospedaje Gratis!!!. Estamos encantados de premiar tu fidelidad #servicios #ganapuntos #nochesgratis #corporativospic.twitter.com/miFLmgeLXu,2019-05-15 01:18:02+00:00,0,0,#hotel #Quito #servicios #ganapuntos #nochesgratis #corporativospic,Quito,0.8854265714037655
23,1126655021028974593,nass_sol,Queremos premiar tu fidelidad! por cada noche que te pernoctes con nosotros te obsequiamos noches de hospedaje con nuestra Promoción de Acumulación de Puntos Estamos en la Alemania N30-170 entre Eloy Alfaro y Vancouver Teléf. +593 98 350 6377 #corporativos #turismo #Quitopic.twitter.com/cmug1dIR1C,2019-05-10 01:07:43+00:00,0,0,#corporativos #turismo #Quitopic,Quito,0.8934670926827055
24,1126510806776958976,CarCisneros,Finalmente no se les han proporcionado hospedaje o comida por la cancelación?,2019-05-09 15:34:40+00:00,0,0,,Quito,0.7042648551702694
25,1122670128695578624,nass_sol,En el #Hotel @nass_sol de #Quito nos mueve el valor por el servicio! Nuestro principal objetivo es servirte como te mereces por ello queremos premiar tu fidelidad con la promoción de Acumulación de Puntos. Recibe noches de hospedaje gratis y muchas sorpresas más! #ganapuntospic.twitter.com/khFJsKKmeO,2019-04-29 01:13:11+00:00,1,1,#Hotel #Quito #ganapuntospic,Quito,0.6737362832953847
26,1121503309410578432,jpvelin,¡Buenas noticias! Se aprobó el reglamento que beneficia a las personas con enfermedades catastróficas y les da el derecho a gozar de servicios de hospedaje transporte alimentación y otros que el ente rector de salud no pueda cubrir. Video completo: https://youtu.be/WoRGpP9YRzY pic.twitter.com/PE1q6xYjSL,2019-04-25 19:56:40+00:00,16,15,,Quito,0.3429685471471913
27,1120427906633744386,nass_sol,En el #hotel @nass_sol de #Quito nos mueve el valor por el servicio!!! Nuestro principal objetivo es servirte como te mereces por ello queremos premiar tu fidelidad con la Acumulación de Puntos. Recibe noches de hospedaje gratis y muchas sorpresas más! #hospedajegratispic.twitter.com/FFSgeAiZIC,2019-04-22 20:43:24+00:00,1,1,#hotel #Quito #hospedajegratispic,Quito,0.4545945656371371
28,1160240224913567745,Manuelm77802522,No te creas ese 14% wue no votara por @AbelMartinezD  son puros resentidos..todo porque le ordeno limpiar lo hospedaje donde vendian sus productos como cerdos,2019-08-10 17:23:20+00:00,0,0,,Mejia,0.2603968023423971
29,1157635700789059585,CibaoCentralPN,Dirección #CibaoCentral @PoliciaRD #SinTregua contra el crímen apresa autor de la muerte de persona indigente en Hospedaje Yaqué #Santiago. Se trata de Wilkins Lebrón De Los Santos (a) Tafito de 35 años. @de_dipre @MinInteriorRDpic.twitter.com/tqKEWsbny2,2019-08-03 12:53:53+00:00,5,3,#CibaoCentral #SinTregua #Santiago,Mejia,0.32602953266172047
30,1157456955855630337,kpasasantiago,Detienen autor de la muerte de persona indigente en Hospedaje Yaqué http://dlvr.it/R9Zjqr,2019-08-03 01:03:37+00:00,0,0,,Mejia,0.08320011123199282
31,1157448025838694400,rpalcalde2020,RUBEN POLANCO dice va a desarrabalizar El Hospedaje Yaque. #elcambiova #rpalcalde2020 Ver completo: https://www.youtube.com/watch?v=ne8g3nmOv1s&feature=youtu.be …pic.twitter.com/mv2h98eK7m,2019-08-03 00:28:08+00:00,1,0,#elcambiova #rpalcalde2020,Mejia,0.09106671578766168
32,1152644540932775942,ElvisJPerez,Y 20 pesos de lechuga y repollo. en El Hospedaje Santiago De Los Caballeros https://www.instagram.com/p/B0Jf6U5DVqpwcYh3Gbgkpc-6BCPFu6lW1bRkEQ0/?igshid=waarctg9p9ws …,2019-07-20 18:20:48+00:00,0,0,,Mejia,0.25541867615852243
33,1145154043750338561,lockpasoporto,@AlcaldiadeStgo @AbelMartinezD Nos reporta José Manuel Castillo desde el Hospedaje Yaque un basurero inusual favor tomar nota la limpieza de la ciudad es el buque insignia de la actual gestión. @StgoSomosTodos @DJavierTH @MaryRussell1308 @LucienneCarlo @samy_cho #BasuraNopic.twitter.com/hFzaZjUAvg,2019-06-30 02:16:14+00:00,2,4,#BasuraNopic,Mejia,0.14559083292765346
34,1139010479756627968,ramiritocp,"Aqui en el Hospedaje Yaque (Santiago) Mejor conocido ""Lo Pedaje "" aparece",2019-06-13 03:23:54+00:00,0,0,,Mejia,0.5370010724853996
35,1122372256917786625,Mariela07839866,No ha logrado buscarle una solución al hospedaje Jaque de Santiago y ahora porque el precandidato a la alcaldía @FernandoRosaRD expreso su interés en solucionarlo él dice que lo va hacer veo que se está quieriendo poner los pantalones muy tarde.,2019-04-28 05:29:33+00:00,0,0,,Mejia,0.11627951970490057
36,1146648908698796032,fmcifuentesc,"Tour ""Quilotoa y Baños"" 2 días: Sábado 13 y Domingo 14 de julio Incluye: Transporte Turístico Alimentación completa Hospedaje 1 noche Observación de flora fauna y… https://www.instagram.com/p/Bze5aY6J3RbnbnOaVkvkwQhk4fxWdyQ8sMt7cc0/?igshid=16kf4whbe4jlg …",2019-07-04 05:16:18+00:00,0,0,,Latacunga,0.4069928959237352
37,1143526470935109632,riverpeopleraft,Ven y disfruta de conocer la Amazonía con River People.3 días y 2 noches Todo Incluido. Selva + hospedaje en nuestro Lodge + rafting + comidas. US$195 por persona (IVA no Incluido) pic.twitter.com/WnwiyiD24M,2019-06-25 14:28:51+00:00,0,0,,Latacunga,0.15178969530054773
38,1157760546285981697,NeftaJaen19PA,Es lo que corresponde según costo de vida en Europa. Hospedaje transporte y alimentación para hacer los cálculos que justifican en la ley del Presupuesto Gral del Estado.,2019-08-03 21:09:59+00:00,0,0,,Ambato,0.46063253812520505
39,1129039067885260800,Jorgeluisbsc07,Volvió lo q todos esperaban... #PuraPlaya Tour Summerland Montañita '019 Mach & Daddy #EnVivo INCLUYE POR 90$Transporte especializado de turismo Hospedaje 2 noches y 3 días Bebida por cada 4 persona Snack por cada persona Fiesta Concierto Reservas con 10$al 0995828280 pic.twitter.com/k3tRKmygaL,2019-05-16 15:01:04+00:00,1,0,#PuraPlaya #EnVivo,Ambato,0.9492805627851628
40,1128681344136036352,Macara_Oficial,¡VIAJA CON NOSOTROS! Bolivia Incluye: Todos los traslados del aeropuerto-hotel-estadio. Hospedaje City Tour por la ciudad de Santa Cruz de la Sierra. Salida: 19 de mayo-Retorno: 22 de mayo. Valor: $800 USD Aceptamos efectivo y tarjetas de crédito. #YoCreoEnTiMacarápic.twitter.com/bcJZpwtlfv,2019-05-15 15:19:36+00:00,51,17,#YoCreoEnTiMacarápic,Ambato,0.3206875813780262
41,1158944847585316864,Alexrivaden1895,Alguien que me preste una cuenta Paypal yo me encargo de que depositarle y descuenten mi dinero? La mía se pudrió por intentar reservar tickets aéreos y necesito pagar hospedaje mas otros gastos :(,2019-08-07 03:35:58+00:00,0,0,,Guaranda,0.06474202019118455
42,1152943395884752899,serviplatinium,HOSPEDAJE EN GUAYAQUIL CASA AMOBLADA POR DÍAS CON PISCINA tf: (+593)0994795665 Cotización y reservas directas TF:0994795665 link en facebook… https://www.instagram.com/p/B0LnztvHxDZ/?igshid=1povj86ljwomq …,2019-07-21 14:08:20+00:00,0,0,,Chillanes,0.4294225356491536
43,1146832646502326272,serviplatinium,HOSPEDAJE EN GUAYAQUIL CASA AMOBLADA POR DÍAS CON PISCINA tf: (+593)0994795665 Cotización y reservas directas TF:0994795665 link en facebook… https://www.instagram.com/p/BzgM9nBn0vk/?igshid=zvnq6b0ocyoi …,2019-07-04 17:26:24+00:00,2,0,,Chillanes,0.3864101757637535
44,1143529064554258432,serviplatinium,HOSPEDAJE EN GUAYAQUIL CASA AMOBLADA POR DÍAS CON PISCINA tf: (+593)0994795665 Cotización y reservas directas TF:0994795665 link en facebook… https://www.instagram.com/p/BzIuqr1nWbO/?igshid=mncvjjtqbbv1 …,2019-06-25 14:39:09+00:00,1,0,,Chillanes,0.36740802147600815
45,1138508584604426240,serviplatinium,Nueva imagen : hospedaje en Guayaquil  sábanas y toallas importadas 100 % algodón para confort de nuestros clientes  veladores y cabeceras nuevas  renovando para brindarles lo mejor.a su llegada al hospedaje en… https://www.instagram.com/p/BtuqGxXhkM0/?igshid=npwzp79575ap …,2019-06-11 18:09:33+00:00,0,0,,Chillanes,0.9150811834463537
46,1134818579482890241,serviplatinium,HOSPEDAJE EN GUAYAQUIL CASA AMOBLADA POR DÍAS CON PISCINA tf: (+593)0994795665 Cotización y reservas directas TF:0994795665 link en facebook… https://www.instagram.com/p/ByK1j1GHZvY/?igshid=3y0xipkphonw …,2019-06-01 13:46:47+00:00,0,0,,Chillanes,0.40859786864755654
47,1128698937756532736,DelSolSuites,Hospedaje en apartamentos amoblados en Guayaquil. Informacion al 0991868228 en http://Cdla.la Garzota https://www.instagram.com/p/BxfWtjggQ7T/?utm_source=ig_twitter_share&igshid=11zitfpv5o4y0 …,2019-05-15 16:29:31+00:00,0,0,,Chillanes,0.9306222873609503
