"owner_id","title","location","price.guests","total_price.USD","cleaning_fee","service_fee","only_price","reviews","superhost","guests","bedrooms","beds","bathrooms","date","datetime","accuracy","communication","cleanliness","locationq","checkin","url"
21519852,"Habitaciones en HUAQUILLAS","Cantón Huaquillas","0",0,0,0,20,1,"0",4,4,2,2,"2019-07-15","2019-07-15 18:31:44","",0,0,0,0,"https://www.airbnb.com/rooms/21519852?location=Arenillas&adults=1&source_impression_id=p3_1563233494_tCABb4t84Rbl71ii"
22923670,"Departamento con habitación doble","Cantón Huaquillas","0",0,0,0,18,1,"0",3,3,2,2,"2019-07-15","2019-07-15 18:31:58","",0,0,0,0,"https://www.airbnb.com/rooms/22923670?location=Arenillas&adults=1&source_impression_id=p3_1563233507_JKftGKvPW9GjTFRk"
33801102,"mini departamento amoblado","Huaquillas","0",0,0,0,18,1,"0",4,4,2,1,"2019-07-15","2019-07-15 18:32:12","",0,0,0,0,"https://www.airbnb.com/rooms/33801102?location=Arenillas&adults=1&source_impression_id=p3_1563233521_wpT134DTjFaLKLJp"
22091340,"4 Camas: Casa con Piscina y Campo cerca de ciudad.","Santa Rosa","0",0,0,0,15,2,"0",4,4,4,2,"2019-07-15","2019-07-15 18:32:25","",0,0,0,0,"https://www.airbnb.com/rooms/22091340?location=Arenillas&adults=1&source_impression_id=p3_1563233535_hcZM%2FgLszSUoMXZE"
30081129,"Beautiful place to relax and enjoy nature","Represa Tahuin","0",0,0,0,30,1,"0",2,2,1,2,"2019-07-15","2019-07-15 18:32:56","",0,0,0,0,"https://www.airbnb.com/rooms/30081129?location=Arenillas&adults=1&source_impression_id=p3_1563233565_utlPZ04cfO0rr2mU"
23597061,"Casa bonita","Santa Rosa","0",0,0,0,20,0,"0",3,3,1,0,"2019-07-15","2019-07-15 18:33:09","",0,0,0,0,"https://www.airbnb.com/rooms/23597061?location=Arenillas&adults=1&source_impression_id=p3_1563233579_NdOLyxACZAdZ4WMW"
31861828,"Habitación Privada con Piscina en Centro de Ciudad","Santa Rosa","0",0,0,0,27,0,"0",1,1,1,1,"2019-07-15","2019-07-15 18:33:23","",0,0,0,0,"https://www.airbnb.com/rooms/31861828?location=Arenillas&adults=1&source_impression_id=p3_1563233593_B1lmvdenls91QV%2B0"
31317365,"Hermosa casa de campo y paseos a caballo.","Arenillas","0",0,0,0,100,1,"0",12,12,6,2,"2019-07-15","2019-07-15 18:33:36","",0,0,0,0,"https://www.airbnb.com/rooms/31317365?location=Arenillas&adults=1&source_impression_id=p3_1563233606_w9q02LWrD4QbXyHR"
28604630,"Apartamento En Cantón Huaquillas","Cantón Huaquillas","0",0,0,0,15,0,"0",4,4,2,1,"2019-07-15","2019-07-15 18:33:53","",0,0,0,0,"https://www.airbnb.com/rooms/28604630?location=Arenillas&adults=1&source_impression_id=p3_1563233620_RODQaHb9vMNzHLkD"
36173358,"HABITACIÓN AMOBLADA Y SERVICIOS - UNIORO MACHALA","Machala","0",0,0,0,18,0,"0",1,1,1,1,"2019-07-15","2019-07-15 18:34:10","",0,0,0,0,"https://www.airbnb.com/rooms/36173358?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233636_fsT6vMYYS8e70%2Fd0"
35149487,"Hospedaje como en casa","El Guabo Canton","0",0,0,0,23,0,"0",4,4,1,3,"2019-07-15","2019-07-15 18:34:27","",0,0,0,0,"https://www.airbnb.com/rooms/35149487?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233653_BA1bb27vYRE4p%2FgZ"
35874094,"Torre del Sol + Piscina + Jacuzzi + Luxury Room 4","Machala","0",0,0,0,20,3,"1",3,3,1,1,"2019-07-15","2019-07-15 18:34:40","5",5,5,5,5,"https://www.airbnb.com/rooms/35874094?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233670_%2BdrFYnzsnnL4oiQG"
29563731,"Habitación grande c/baño privado Parque Ecológico","EC","0",0,0,0,18,13,"1",2,2,1,1,"2019-07-15","2019-07-15 18:34:49","5",5,5,5,5,"https://www.airbnb.com/rooms/29563731?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233681_xQ2NdZg5kwKFURt7"
29515038,"SONY'S HOUSE","Machala","0",0,0,0,20,4,"0",7,7,5,2,"2019-07-15","2019-07-15 18:35:01","4",4,5,5,4,"https://www.airbnb.com/rooms/29515038?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233691_hBtjpTIsWVQRObOJ"
31018095,"Machala tu casa","Machala","0",0,0,0,10,3,"0",1,1,1,1,"2019-07-15","2019-07-15 18:35:13","4",4.5,4,4.5,4.5,"https://www.airbnb.com/rooms/31018095?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233702_Db9ZPoJvmqDLHy4j"
31853540,"MACHALA TU CASA PARA For a couple.","Machala","0",0,0,0,14,2,"0",2,2,1,0,"2019-07-15","2019-07-15 18:35:28","",0,0,0,0,"https://www.airbnb.com/rooms/31853540?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233714_xiHlXHN7Ypxdeqsq"
35738887,"Alojamiento a pocos mts del centro de Machala","Machala","0",0,0,0,20,1,"0",2,2,1,1,"2019-07-15","2019-07-15 18:35:42","",0,0,0,0,"https://www.airbnb.com/rooms/35738887?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233731_RHSgJrHwQMycC6ys"
14730161,"Elegante suite ubicada en el centro de Máchala a","Machala","0",0,0,0,42,10,"1",2,2,1,1,"2019-07-15","2019-07-15 18:35:55","5",5,5,5,5,"https://www.airbnb.com/rooms/14730161?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233745_LpD6glO2nf1KWdvN"
23286456,"THE WEEKEND´S PARADISE","Pasaje Canton","0",0,0,0,10,0,"0",2,2,2,0,"2019-07-15","2019-07-15 18:36:10","",0,0,0,0,"https://www.airbnb.com/rooms/23286456?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233756_fHxiVNyXgRmkb70g"
5649029,"Confortable room in Machala city","Machala Canton","0",0,0,0,16,28,"0",3,3,2,2,"2019-07-15","2019-07-15 18:36:31","4.5",4.5,4.5,4,4.5,"https://www.airbnb.com/rooms/5649029?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233780_mOKhm9wBJsubGL2S"
28686163,"Lindo hospedaje","El Guabo","0",0,0,0,22,0,"0",4,4,1,1,"2019-07-15","2019-07-15 18:36:42","",0,0,0,0,"https://www.airbnb.com/rooms/28686163?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233792_mLQugv%2F9Iq1sk3RM"
36100333,"Habitacion privada en Calzado Princess","Machala","0",0,0,0,30,0,"1",1,1,1,1,"2019-07-15","2019-07-15 18:36:54","",0,0,0,0,"https://www.airbnb.com/rooms/36100333?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233805_eePp0jn8LUEe9XCX"
31450310,"Suite ideal en el corazón de Machala","Machala","0",0,0,0,38,3,"0",3,3,2,1,"2019-07-15","2019-07-15 18:37:09","3.5",4.5,3.5,3.5,3.5,"https://www.airbnb.com/rooms/31450310?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233817_vcNQUkhmg%2BnnfoM%2B"
28656877,"Habitación","Pasaje Canton","0",0,0,0,13,0,"0",2,2,1,1,"2019-07-15","2019-07-15 18:37:24","",0,0,0,0,"https://www.airbnb.com/rooms/28656877?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233830_5PSKV2ukDlD%2FCoIs"
22308128,"alojamiento familiar seguro","Machala","0",0,0,0,13,0,"0",2,2,4,1,"2019-07-15","2019-07-15 18:37:54","",0,0,0,0,"https://www.airbnb.com/rooms/22308128?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233860_jN7zf1OzBKCBL%2B5D"
35618574,"Departamento en el corazón de la Machala","Machala","0",0,0,0,12,1,"0",2,2,1,1,"2019-07-15","2019-07-15 18:38:11","",0,0,0,0,"https://www.airbnb.com/rooms/35618574?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233877_rf%2FEpcZpqMX%2BASw4"
35545129,"Torre del Sol + Piscina + Jacuzzi + Luxury Room 3","Machala","0",0,0,0,20,2,"1",3,3,2,1,"2019-07-15","2019-07-15 18:38:24","",0,0,0,0,"https://www.airbnb.com/rooms/35545129?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233894_eMVa7SfT5bM%2BI%2FUr"
35544522,"Torre del Sol + Piscina + Jacuzzi + Luxury Room 1","Machala","0",0,0,0,20,3,"1",1,1,1,1,"2019-07-15","2019-07-15 18:38:36","5",5,4.5,5,5,"https://www.airbnb.com/rooms/35544522?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233907_Tsua19v%2BB7jOUB4o"
35545008,"Torre del Sol + Piscina + Jacuzzi + Luxury Room 2","Machala","0",0,0,0,20,2,"1",2,2,1,1,"2019-07-15","2019-07-15 18:39:01","",0,0,0,0,"https://www.airbnb.com/rooms/35545008?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233932_8S0zOC2dE9dVWi7l"
36337061,"Departamento Ejecutivo #1 - Machala","Machala","0",0,0,0,45,1,"0",4,4,3,2,"2019-07-15","2019-07-15 18:39:18","",0,0,0,0,"https://www.airbnb.com/rooms/36337061?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233944_3g%2F8WdIUIhob%2BiIe"
31851281,"MACHALA TU CASA para dos personas","Machala","0",0,0,0,14,3,"0",2,2,2,1,"2019-07-15","2019-07-15 18:39:31","4",4,5,5,4.5,"https://www.airbnb.com/rooms/31851281?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233961_nMmenZRJshWh0aS3"
22308128,"alojamiento familiar seguro","Machala","0",0,0,0,13,0,"0",2,2,4,1,"2019-07-15","2019-07-15 18:39:42","",0,0,0,0,"https://www.airbnb.com/rooms/22308128?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233973_AK8MSulrDF25pwyN"
31022726,"Suite Ejecutiva #6 - Machala","Machala","0",0,0,0,45,7,"0",2,2,1,1,"2019-07-15","2019-07-15 18:39:59","4.5",4.5,5,4.5,4.5,"https://www.airbnb.com/rooms/31022726?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563233986_12SNsWLJAzQuCXvR"
23271349,"Muy bonito y cómodo","Machala","0",0,0,0,20,0,"0",2,2,1,0,"2019-07-15","2019-07-15 18:40:11","",0,0,0,0,"https://www.airbnb.com/rooms/23271349?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234001_2FfDgLGt94yna%2B5r"
32381596,"Comparto habitación para dos personas","Machala","0",0,0,0,21,0,"0",2,2,1,1,"2019-07-15","2019-07-15 18:40:28","",0,0,0,0,"https://www.airbnb.com/rooms/32381596?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234014_wd9Uc7Za6is%2FF4WJ"
31266974,"Moderno y confortable Apartamento Machala’s Center","Machala","0",0,0,0,35,4,"0",4,4,4,1,"2019-07-15","2019-07-15 18:40:44","3.5",4,4,3,4,"https://www.airbnb.com/rooms/31266974?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234031_YGdV%2BW7SMwkOfWVH"
22776139,"Quinta Vacacional en medio de la naturaleza","Pasaje Canton","0",0,0,0,26,0,"0",10,10,1,3,"2019-07-15","2019-07-15 18:40:56","",0,0,0,0,"https://www.airbnb.com/rooms/22776139?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234046_RhVghIwWrsEPYovO"
35148864,"Hospedaje como en casa","Sucre","0",0,0,0,20,0,"0",4,4,2,1,"2019-07-15","2019-07-15 18:41:10","",0,0,0,0,"https://www.airbnb.com/rooms/35148864?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234059_Ts1VZgBRsUFBmPow"
29599073,"Casa de campo Animar","El Guabo Canton","0",0,0,0,60,3,"0",6,6,3,1,"2019-07-15","2019-07-15 18:41:24","5",5,5,4.5,4.5,"https://www.airbnb.com/rooms/29599073?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234073_as6mjlMT2L%2BmTy5h"
32049325,"Calor de hogar","Machala","0",0,0,0,20,0,"0",2,2,2,2,"2019-07-15","2019-07-15 18:41:35","",0,0,0,0,"https://www.airbnb.com/rooms/32049325?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234085_95QZzzGGqnzTGam0"
22346177,"El Paraiso","Pasaje","0",0,0,0,69,0,"0",1,1,1,1,"2019-07-15","2019-07-15 18:41:48","",0,0,0,0,"https://www.airbnb.com/rooms/22346177?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234098_599tKA4b%2FbwHt%2Fxk"
34977241,"Un lugar acogedor en lo más alto de la Ciudad","Machala","0",0,0,0,50,1,"0",2,2,1,1,"2019-07-15","2019-07-15 18:42:05","",0,0,0,0,"https://www.airbnb.com/rooms/34977241?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234111_yGoexwkZfbqeGpSJ"
31022431,"Suite Ejecutiva #4 - Machala","Machala","0",0,0,0,45,3,"0",2,2,1,1,"2019-07-15","2019-07-15 18:42:22","4.5",4.5,4.5,3.5,4.5,"https://www.airbnb.com/rooms/31022431?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234128_tCPbqTqOCI9I6lcK"
31022782,"Suite Ejecutiva #7 - Machala","Machala","0",0,0,0,55,4,"0",4,4,2,1,"2019-07-15","2019-07-15 18:42:35","4",5,4,4,5,"https://www.airbnb.com/rooms/31022782?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234143_OqNV8dRAuUfr4aUh"
35372855,"Suite Ejecutiva #8 - Machala","Machala","0",0,0,0,35,0,"0",4,4,2,1,"2019-07-15","2019-07-15 18:42:47","",0,0,0,0,"https://www.airbnb.com/rooms/35372855?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234157_RiAvdRpgUKKtEL8n"
31443808,"MACHALA TU CASA 2","Machala","0",0,0,0,26,2,"0",4,4,4,2,"2019-07-15","2019-07-15 18:43:00","",0,0,0,0,"https://www.airbnb.com/rooms/31443808?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234170_wBkepj8M23evInZy"
31315678,"Suites Ejecutiva #1 - Machala","Machala","0",0,0,0,70,0,"0",2,2,1,1,"2019-07-15","2019-07-15 18:43:17","",0,0,0,0,"https://www.airbnb.com/rooms/31315678?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234184_vkJtU14edbLsHQ0B"
36337418,"Habitación privada e independiente - Machala","Machala","0",0,0,0,35,0,"0",2,2,1,2,"2019-07-15","2019-07-15 18:43:34","",0,0,0,0,"https://www.airbnb.com/rooms/36337418?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234201_zz5QKU4TB9S%2FIXjP"
31022124,"Suite Ejecutiva #3 - Machala","El Oro","0",0,0,0,45,4,"0",2,2,1,1,"2019-07-15","2019-07-15 18:43:48","4",4.5,4.5,4,4.5,"https://www.airbnb.com/rooms/31022124?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234217_08cZrowlUjCsQcD9"
32656697,"Suite 2 beds","Machala","0",0,0,0,40,0,"0",4,4,2,1,"2019-07-15","2019-07-15 18:43:59","",0,0,0,0,"https://www.airbnb.com/rooms/32656697?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234229_jaKwku6Ub91Iv5gf"
35259216,"Ven disfruta de algo peculiar a la hora de conocer","Machala","0",0,0,0,20,0,"0",2,2,1,1,"2019-07-15","2019-07-15 18:44:13","",0,0,0,0,"https://www.airbnb.com/rooms/35259216?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234242_bzcAET9AY94PQjVV"
34155067,"Tu casa en urb puertas del sol","Machala","0",0,0,0,25,0,"0",1,1,1,0,"2019-07-15","2019-07-15 18:44:26","",0,0,0,0,"https://www.airbnb.com/rooms/34155067?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234256_RlNWELahC1ukB8Uz"
31021746,"Suite Ejecutiva #2 - Machala","Machala","0",0,0,0,45,0,"0",2,2,1,1,"2019-07-15","2019-07-15 18:44:39","",0,0,0,0,"https://www.airbnb.com/rooms/31021746?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234269_DL7KswsO6UOmpPkX"
15572991,"Comfortable apartment with a nice view","Machala","0",0,0,0,25,10,"0",5,5,3,2,"2019-07-15","2019-07-15 18:44:56","4.5",5,4.5,4.5,4.5,"https://www.airbnb.com/rooms/15572991?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234282_ePgBBSnjuFxYZdwI"
32579891,"Hostal Saloah","Machala","0",0,0,0,22,0,"0",1,1,1,1,"2019-07-15","2019-07-15 18:45:08","",0,0,0,0,"https://www.airbnb.com/rooms/32579891?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234298_bdPWCbaOcctw84MU"
32654881,"Saloah Hostal (suite 2 beds)","Machala","0",0,0,0,40,0,"0",4,4,2,1,"2019-07-15","2019-07-15 18:45:39","",0,0,0,0,"https://www.airbnb.com/rooms/32654881?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234325_%2BJ%2FoHlpQafQYLaHj"
32108529,"Tu espacio en Machala","Machala","0",0,0,0,24,0,"0",4,4,3,3,"2019-07-15","2019-07-15 18:45:56","",0,0,0,0,"https://www.airbnb.com/rooms/32108529?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234342_7Q9lTqsEWScbel4s"
11721028,"MachalaHouse","Machala","0",0,0,0,30,0,"0",4,4,2,1,"2019-07-15","2019-07-15 18:46:13","",0,0,0,0,"https://www.airbnb.com/rooms/11721028?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234359_sUUL3ozQl5qhvpP5"
33570989,"Casa","El Guabo","0",0,0,0,250,0,"0",4,4,2,2,"2019-07-15","2019-07-15 18:46:26","",0,0,0,0,"https://www.airbnb.com/rooms/33570989?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234376_XXzAzFON1yQ80T9O"
32585678,"Hostal Saloah","Machala","0",0,0,0,32,0,"0",1,1,1,1,"2019-07-15","2019-07-15 18:46:40","",0,0,0,0,"https://www.airbnb.com/rooms/32585678?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234389_EbWueyQgfI6yIYKq"
24597494,"EUROCAMPING.","El Oro","0",0,0,0,15,0,"0",7,7,1,0,"2019-07-15","2019-07-15 18:46:53","",0,0,0,0,"https://www.airbnb.com/rooms/24597494?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234403_CAQqrn%2FMzjYHtHLw"
23306940,"Departamento en Machala","Pasaje","0",0,0,0,20,0,"0",3,3,1,0,"2019-07-15","2019-07-15 18:47:07","",0,0,0,0,"https://www.airbnb.com/rooms/23306940?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234416_p7DGwlujB%2FeD535x"
35710930,"Habitaciones privadas en Calzado Princess","Machala","0",0,0,0,85,0,"1",4,4,3,1,"2019-07-15","2019-07-15 18:47:19","",0,0,0,0,"https://www.airbnb.com/rooms/35710930?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234430_F0yqDuoTcLRQEGq3"
35484198,"CASA ACOGEDORA INDEPENDIENTE","Pasaje Canton","0",0,0,0,100,0,"0",4,4,3,1,"2019-07-15","2019-07-15 18:47:32","",0,0,0,0,"https://www.airbnb.com/rooms/35484198?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234442_NqOadsccKrG6WRNM"
33839558,"Casa agrádame a la entrada de machala y muy econ","Machala","0",0,0,0,180,0,"0",8,8,3,7,"2019-07-15","2019-07-15 18:47:49","",0,0,0,0,"https://www.airbnb.com/rooms/33839558?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234455_bYudET0YnQkupZc8"
31852080,"Salón para eventos - Suites Ejecutivas Machala","Machala","0",0,0,0,1200,0,"0",16,16,1,7,"2019-07-15","2019-07-15 18:48:02","",0,0,0,0,"https://www.airbnb.com/rooms/31852080?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234472_3nIzMqVKXTnpJ6b2"
28136085,"Villa en machala","Machala","0",0,0,0,25,1,"0",1,1,1,1,"2019-07-15","2019-07-15 18:48:19","",0,0,0,0,"https://www.airbnb.com/rooms/28136085?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234486_xiaGA3OFLcksmpXw"
31284356,"Suites Méridan.","Machala","0",0,0,0,23,1,"0",4,4,2,1,"2019-07-15","2019-07-15 18:48:32","",0,0,0,0,"https://www.airbnb.com/rooms/31284356?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234502_NYUFjy4S2SRyzAh6"
24322265,"Lugar muy acogedor","Guayaquil","0",0,0,0,21,0,"0",3,3,3,1,"2019-07-15","2019-07-15 18:48:47","",0,0,0,0,"https://www.airbnb.com/rooms/24322265?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234515_ze009kz%2BDjkmZBZm"
23765519,"HAB FAMILIAR 5. y LANES Dietetic Rest and More.","Machala","0",0,0,0,50,0,"0",5,5,4,1,"2019-07-15","2019-07-15 18:49:03","",0,0,0,0,"https://www.airbnb.com/rooms/23765519?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234531_bg7HrMyUrkaPvoPp"
12401067,"Habitación privada con baño","Machala","0",0,0,0,40,0,"0",2,2,1,1,"2019-07-15","2019-07-15 18:49:17","",0,0,0,0,"https://www.airbnb.com/rooms/12401067?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234546_1qiIV%2ByBNmc7%2Btwf"
22049833,"Villa Aventura - @VillaAventuraEc","Casacay","0",0,0,0,25,0,"0",2,2,40,4,"2019-07-15","2019-07-15 18:49:31","",0,0,0,0,"https://www.airbnb.com/rooms/22049833?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234560_Hhezhyl2Emz59z93"
23720542,"LANES","Machala","0",0,0,0,30,0,"0",5,5,2,0,"2019-07-15","2019-07-15 18:49:45","",0,0,0,0,"https://www.airbnb.com/rooms/23720542?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234574_2xZUo%2BiF4TGrJxkC"
32098601,"Hospedaje Habitación","EC","0",0,0,0,20,0,"0",2,2,2,1,"2019-07-15","2019-07-15 18:49:58","",0,0,0,0,"https://www.airbnb.com/rooms/32098601?location=El%20Guabo%2C%20Ecuador&adults=1&source_impression_id=p3_1563234588_9vKf29FIh0T8gNry"
119665,"DEPARTAMENTO PARA GRUPOS O PAREJAS","Cantón Huaquillas","0",0,0,0,25,0,"0",4,4,2,2,"2019-07-15","2019-07-15 18:50:15","",0,0,0,0,"https://www.airbnb.com/rooms/119665?location=huaquillas&adults=1&source_impression_id=p3_1563234602_0Gd0R5Fm0UTOa5rB"
31008582,"FINCA AGROECOLÓGICA HAPPY FRUIT","Arenillas","0",0,0,0,15,6,"0",5,5,3,3,"2019-07-15","2019-07-15 18:50:42","5",5,5,5,5,"https://www.airbnb.com/rooms/31008582?location=huaquillas&adults=1&source_impression_id=p3_1563234632_pOewOUrsGpIxmHJE"
21519852,"Habitaciones en HUAQUILLAS","Cantón Huaquillas","0",0,0,0,20,1,"0",4,4,2,2,"2019-07-15","2019-07-15 18:50:57","",0,0,0,0,"https://www.airbnb.com/rooms/21519852?location=huaquillas&adults=1&source_impression_id=p3_1563234643_2jTS%2FxlJKY8Rnpvp"
33801102,"mini departamento amoblado","Huaquillas","0",0,0,0,18,1,"0",4,4,2,1,"2019-07-15","2019-07-15 18:51:10","",0,0,0,0,"https://www.airbnb.com/rooms/33801102?location=huaquillas&adults=1&source_impression_id=p3_1563234660_oCpprnHEwW3vWMwr"
